tate_art_id,accession_number,artist,lastname,firstname,tate_artist_id,title,dateText,medium
7442,A00412,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7443,A00413,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7444,A00414,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7445,A00415,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7446,A00416,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7447,A00417,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7448,A00418,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7449,A00419,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7450,A00420,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7451,A00421,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7452,A00422,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7453,A00423,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7454,A00424,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7455,A00425,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7456,A00426,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7457,A00427,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7458,A00428,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7459,A00429,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7460,A00430,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7461,A00431,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7462,A00432,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7463,A00433,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7464,A00434,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7465,A00435,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7466,A00436,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7467,A00437,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7468,A00438,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7469,A00439,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7470,A00440,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7471,A00441,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7472,A00442,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7473,A00443,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7474,A00444,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7475,A00445,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7476,A00446,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7477,A00447,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7478,A00448,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7479,A00449,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and watercolour on paper
7480,A00450,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and watercolour on paper
7481,A00451,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7482,A00452,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7483,A00453,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7484,A00454,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, graphite and watercolour on paper"
7485,A00455,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7486,A00456,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7487,A00457,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7488,A00458,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7489,A00459,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7490,A00460,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7491,A00461,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7492,A00462,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour on paper
7493,A00463,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7494,A00464,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7495,A00465,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, graphite and watercolour on paper. Verso: graphite on paper"
7496,A00466,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7497,A00467,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7498,A00468,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7499,A00469,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7500,A00470,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, graphite and watercolour on paper"
7501,A00471,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7502,A00472,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, graphite and watercolour on paper"
7503,A00473,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, graphite and watercolour on paper"
7504,A00474,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, watercolour and graphite on paper"
7505,A00475,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, graphite and watercolour on paper"
7506,A00476,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7507,A00477,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7508,A00478,"Jones, George",Jones, George,300,[title not known],date not known,"Watercolour, ink and graphite on paper"
7509,A00479,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, watercolour and graphite on paper"
7510,A00480,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and ink on paper
7511,A00481,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, watercolour and graphite on paper"
7512,A00482,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, watercolour and graphite on paper"
7513,A00483,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7514,A00484,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7515,A00485,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7516,A00486,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7517,A00487,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7518,A00488,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7519,A00489,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, watercolour and graphite on paper"
7520,A00490,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, watercolour and graphite on paper"
7521,A00491,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7522,A00492,"Jones, George",Jones, George,300,[title not known],date not known,"Graphite, ink and watercolour on paper"
7523,A00493,"Jones, George",Jones, George,300,[title not known],date not known,Graphite on paper
7524,A00494,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and watercolour on paper
7525,A00495,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7526,A00496,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7527,A00497,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7528,A00498,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7529,A00499,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7530,A00500,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7531,A00501,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7532,A00502,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and watercolour on paper
7533,A00503,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7534,A00504,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7535,A00505,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and ink on paper
7536,A00506,"Jones, George",Jones, George,300,[title not known],date not known,"Graphite, ink and watercolour on paper"
7537,A00507,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7538,A00508,"Jones, George",Jones, George,300,[title not known],date not known,"Watercolour, ink and graphite on paper"
7539,A00509,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7540,A00510,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7541,A00511,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7542,A00512,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7543,A00513,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7544,A00514,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7545,A00515,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7546,A00516,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and watercolour on paper
7547,A00517,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7548,A00518,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7549,A00519,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7550,A00520,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7551,A00521,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7552,A00522,"Jones, George",Jones, George,300,[title not known],date not known,Graphite on paper
7553,A00523,"Jones, George",Jones, George,300,[title not known],date not known,Graphite on paper
7554,A00524,"Jones, George",Jones, George,300,[title not known],date not known,Graphite on paper
7555,A00525,"Jones, George",Jones, George,300,[title not known],date not known,Graphite on paper
7556,A00526,"Jones, George",Jones, George,300,[title not known],date not known,Graphite on paper
7557,A00527,"Jones, George",Jones, George,300,[title not known],date not known,"Graphite, ink and gouache on paper"
7558,A00528,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, graphite and gouache on paper"
7559,A00529,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and watercolour on paper
7560,A00530,"Jones, George",Jones, George,300,[title not known],date not known,Graphite on paper
7561,A00531,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, graphite and watercolour on paper. Verso: graphite on paper"
7562,A00532,"Jones, George",Jones, George,300,[title not known],date not known,Graphite on paper
7563,A00533,"Jones, George",Jones, George,300,[title not known],date not known,Graphite on paper
7564,A00534,"Jones, George",Jones, George,300,[title not known],date not known,Graphite on paper
7565,A00535,"Jones, George",Jones, George,300,[title not known],date not known,Graphite on paper. Verso: ink on paper
7566,A00536,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7567,A00537,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7568,A00538,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7569,A00539,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7570,A00540,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7571,A00541,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7572,A00542,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7573,A00543,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7574,A00544,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, watercolour and graphite on paper"
7575,A00545,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7576,A00546,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7577,A00547,"Jones, George",Jones, George,300,[title not known],date not known,Ink and gouache on paper
7578,A00548,"Jones, George",Jones, George,300,[title not known],date not known,Ink and gouache on paper
7579,A00549,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7580,A00550,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7581,A00551,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, graphite and gouache on paper"
7582,A00552,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7583,A00553,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7584,A00554,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7585,A00555,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7586,A00556,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, watercolour and graphite on paper"
7587,A00557,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, graphite and watercolour on paper"
7588,A00558,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and gouache on paper
7589,A00559,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, watercolour and graphite on paper"
7590,A00560,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and ink on paper
7591,A00561,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and ink on paper
7592,A00562,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour on paper
7593,A00563,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour on paper
7594,A00564,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7595,A00565,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and ink on paper
7596,A00566,"Jones, George",Jones, George,300,[title not known],date not known,"Watercolour, ink and graphite on paper"
7597,A00567,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7598,A00568,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7599,A00569,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7600,A00570,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7601,A00571,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7602,A00572,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour on paper
7603,A00573,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour on paper
7604,A00574,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7605,A00575,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, watercolour and gouache on paper"
7606,A00576,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and ink on paper
7607,A00577,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and ink on paper
7608,A00578,"Jones, George",Jones, George,300,[title not known],date not known,"Watercolour, ink and graphite on paper"
7609,A00579,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7610,A00580,"Jones, George",Jones, George,300,[title not known],date not known,"Watercolour, ink and graphite on paper"
7611,A00581,"Jones, George",Jones, George,300,[title not known],date not known,"Watercolour, ink and graphite on paper"
7612,A00582,"Jones, George",Jones, George,300,[title not known],date not known,"Watercolour, ink and graphite on paper"
7613,A00583,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7614,A00584,"Jones, George",Jones, George,300,[title not known],date not known,"Watercolour, ink and gouache on paper"
7615,A00585,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and gouache on paper
7616,A00586,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7617,A00587,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, watercolour and graphite on paper"
7618,A00588,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and ink on paper
7619,A00589,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and ink on paper
7620,A00590,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7621,A00591,"Jones, George",Jones, George,300,[title not known],date not known,"Watercolour, ink and graphite on paper"
7622,A00592,"Jones, George",Jones, George,300,[title not known],date not known,"Watercolour, ink and graphite on paper"
7623,A00593,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and ink on paper
7624,A00594,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and ink on paper
7625,A00595,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and ink on paper
7626,A00596,"Jones, George",Jones, George,300,[title not known],date not known,"Watercolour, graphite and ink on paper"
7627,A00597,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and gouache on paper
7628,A00598,"Jones, George",Jones, George,300,[title not known],date not known,"Graphite, gouache and ink on paper"
7629,A00599,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour on paper
7630,A00600,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour on paper
7631,A00601,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour on paper
7632,A00602,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and ink on paper
7633,A00603,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7634,A00604,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and gouache on paper
7635,A00605,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, watercolour and graphite on paper"
7636,A00606,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and ink on paper
7637,A00607,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and ink on paper
7638,A00608,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7639,A00609,"Jones, George",Jones, George,300,[title not known],date not known,Graphite on paper
7640,A00610,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7641,A00611,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7642,A00612,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7643,A00613,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7644,A00614,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and ink on paper
7645,A00615,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7646,A00616,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7647,A00617,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7648,A00618,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7649,A00619,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, watercolour and graphite on paper"
7650,A00620,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7651,A00621,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7652,A00622,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7653,A00623,"Jones, George",Jones, George,300,[title not known],date not known,"Watercolour, ink and graphite on paper"
7654,A00624,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7655,A00625,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, watercolour and graphite on paper"
7656,A00626,"Jones, George",Jones, George,300,[title not known],date not known,"Watercolour, ink and graphite on paper"
7657,A00627,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7658,A00628,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7659,A00629,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7660,A00630,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7661,A00631,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7662,A00632,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7663,A00633,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7664,A00634,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7665,A00635,"Jones, George",Jones, George,300,[title not known],date not known,Graphite on paper
7666,A00636,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7667,A00637,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7668,A00638,"Jones, George",Jones, George,300,[title not known],date not known,"Graphite, gouache and ink on paper"
7669,A00639,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, graphite and watercolour on paper"
7670,A00640,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, graphite and watercolour on paper"
7671,A00641,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and ink on paper
7672,A00642,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7673,A00643,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and gouache on paper
7674,A00644,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and ink on paper
7675,A00645,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7676,A00646,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, graphite and watercolour on paper"
7677,A00647,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7678,A00648,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7679,A00649,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7680,A00650,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, watercolour and graphite on paper"
7681,A00651,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7682,A00652,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7683,A00653,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7684,A00654,"Jones, George",Jones, George,300,[title not known],date not known,"Watercolour, graphite and ink on paper"
7685,A00655,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and ink on paper
7686,A00656,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7687,A00657,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and ink on paper
7688,A00658,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, graphite and watercolour on paper"
7689,A00659,"Jones, George",Jones, George,300,[title not known],date not known,"Watercolour, graphite and ink on paper"
7690,A00660,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7691,A00661,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7692,A00662,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and gouache on paper
7693,A00663,"Jones, George",Jones, George,300,[title not known],date not known,Graphite and gouache on paper
7694,A00664,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7695,A00665,"Jones, George",Jones, George,300,[title not known],date not known,"Watercolour, graphite and ink on paper"
7696,A00666,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7697,A00667,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7698,A00668,"Jones, George",Jones, George,300,[title not known],date not known,"Watercolour, ink and graphite on paper"
7699,A00669,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7700,A00670,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, watercolour and graphite on paper"
7701,A00671,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, graphite and watercolour on paper"
7702,A00672,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7703,A00673,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7704,A00674,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7705,A00675,"Jones, George",Jones, George,300,[title not known],date not known,"Watercolour, ink and graphite on paper"
7706,A00676,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7707,A00677,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7708,A00678,"Jones, George",Jones, George,300,[title not known],date not known,Ink on paper
7709,A00679,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7710,A00680,"Jones, George",Jones, George,300,[title not known],date not known,"Watercolour, ink and graphite on paper"
7711,A00681,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour on paper
7712,A00682,"Jones, George",Jones, George,300,[title not known],date not known,Ink and watercolour on paper
7713,A00683,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and ink on paper
7714,A00684,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7715,A00685,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7716,A00686,"Jones, George",Jones, George,300,[title not known],date not known,"Watercolour, graphite and ink on paper"
7717,A00687,"Jones, George",Jones, George,300,[title not known],date not known,"Watercolour, graphite and ink on paper"
7718,A00688,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, graphite and gouache on paper"
7719,A00689,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and gouache on paper
7720,A00690,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and ink on paper
7721,A00691,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7722,A00692,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7723,A00693,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, watercolour and graphite on paper"
7724,A00694,"Jones, George",Jones, George,300,[title not known],date not known,"Ink, watercolour and graphite on paper"
7725,A00695,"Jones, George",Jones, George,300,[title not known],date not known,"Graphite, ink, gouache and watercolour on paper"
7726,A00696,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7727,A00697,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour on paper
7728,A00698,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and graphite on paper
7729,A00699,"Jones, George",Jones, George,300,[title not known],date not known,Watercolour and ink on paper
7730,A00700,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
7731,A00701,"Jones, George",Jones, George,300,[title not known],date not known,Ink and graphite on paper
8341,A00702,"Landseer, Sir Edwin Henry",Landseer, Sir Edwin Henry,323,Low Life,"1829, exhibited 1831",Oil paint on mahogany
8342,A00703,"Landseer, Sir Edwin Henry",Landseer, Sir Edwin Henry,323,High Life,"1829, exhibited 1831",Oil paint on mahogany
8529,A00704,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8530,A00705,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8531,A00706,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8532,A00707,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8533,A00708,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8534,A00709,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8535,A00710,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8536,A00711,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8537,A00712,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8538,A00713,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8539,A00714,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8540,A00715,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8541,A00716,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8542,A00717,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8543,A00718,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8544,A00719,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8545,A00720,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8546,A00721,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8547,A00722,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8548,A00723,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8549,A00724,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8550,A00725,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8551,A00726,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8552,A00727,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8553,A00728,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8554,A00729,"Legros, Alphonse",Legros, Alphonse,341,[title not known],date not known,Bronze
8567,A00730,"Leighton, Lord Frederic",Leighton, Lord Frederic,342,The Spies Escape,published 1881,Wood engraving on paper
8568,A00731,"Leighton, Lord Frederic",Leighton, Lord Frederic,342,Cain and Abel,published 1881,Wood engraving on paper
8569,A00732,"Leighton, Lord Frederic",Leighton, Lord Frederic,342,Samson and the Lions,published 1881,Wood engraving on paper
8570,A00733,"Leighton, Lord Frederic",Leighton, Lord Frederic,342,Abram and the Angel,published 1881,Wood engraving on paper
