tate_art_id,accession_number,artist,lastname,firstname,tate_artist_id,title,dateText,medium
14388,A00881,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14389,A00882,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14390,A00883,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14391,A00884,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14392,A00885,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14393,A00886,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14394,A00887,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14395,A00888,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14396,A00889,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14397,A00890,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14398,A00891,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14399,A00892,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14400,A00893,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14401,A00894,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14402,A00895,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14403,A00896,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14404,A00897,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14405,A00898,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14406,A00899,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14407,A00900,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14408,A00901,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14409,A00902,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14410,A00903,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14411,A00904,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14412,A00905,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14413,A00906,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14414,A00907,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14415,A00908,"Townroe, Reuben",Townroe, Reuben,554,[title not known],c.1858,Watercolour on paper
14609,A00909,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"The Death of Actaeon, with a Distant View of Montjovet, Val d'Aosta",c.1837,Oil paint on canvas
14610,A00910,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"A Mountain Stream, Perhaps Bolton Glen",c.1810-5,Mixed media and graphite on paper
14611,A00911,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Frontispiece,1812,Etching on paper
14612,A00912,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Frontispiece, engraved by J.C. Easling",1812,Etching and mezzotint on paper
14613,A00913,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Bridge and Cows,1807,Etching on paper
14614,A00914,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Bridge and Cows, engraved by Charles Turner",1807,Etching and mezzotint on paper
14615,A00915,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Woman and Tambourine,1807,Etching on paper
14616,A00916,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Woman and Tambourine, engraved by Charles Turner",1807,Etching and mezzotint on paper
14617,A00917,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Scene on the French Coast,1807,Etching on paper
14618,A00918,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Scene on the French Coast, engraved by Charles Turner",1807,Etching and mezzotint on paper
14619,A00919,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Basle,1807,Etching on paper
14620,A00920,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Basle, engraved by Charles Turner",1807,Etching and mezzotint on paper
14621,A00921,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Jason,1807,Etching and engraving on paper
14622,A00922,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Jason, engraved by Charles Turner",1807,Etching and mezzotint on paper
14623,A00923,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,The Strawyard,1808,Etching and engraving on paper
14624,A00924,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"The Straw Yard, engraved by Charles Turner",1808,"Etching, mezzotint and drypoint on paper"
14625,A00925,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,The Castle above the Meadows,1808,Etching and engraving on paper
14626,A00926,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"The Castle above the Meadows, engraved by Charles Turner",1808,Etching and mezzotint on paper
14627,A00927,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Mount St Gothard,1808,Etching and engraving on paper
14628,A00928,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Mt St Gothard, engraved by Charles Turner",1808,Etching and mezzotint on paper
14629,A00929,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Ships in a Breeze,1808,Etching and engraving on paper
14630,A00930,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Ships in a Breeze, engraved by Charles Turner",1808,Etching and mezzotint on paper
14631,A00931,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Holy Island Cathedral,1808,Etching and engraving on paper
14632,A00932,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Holy Island Cathedral, engraved by Charles Turner",1808,Etching and mezzotint on paper
14633,A00933,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Pembury Mill, Kent",1808,Etching and engraving on paper
14634,A00934,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Pembury Mill, Kent, engraved by Charles Turner",1808,Etching and mezzotint on paper
14635,A00935,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,The Bridge in Middle Distance,1808,Etching and engraving on paper
14636,A00936,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"The Bridge in Middle Distance, engraved by Charles Turner",1808,"Etching, aquatint and mezzotint on paper"
14637,A00937,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Dunstanborough Castle,1808,Etching and engraving on paper
14638,A00938,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Dunstanborough Castle, engraved by Charles Turner",1808,"Etching, aquatint and mezzotint on paper"
14639,A00939,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Lake Thun, Switzerland",1808,Etching and engraving on paper
14640,A00940,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Lake of Thun, engraved by Charles Turner",1808,"Etching, drypoint and mezzotint on paper"
14641,A00941,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,The Fifth Plague of Egypt,1808,Etching and engraving on paper  
14642,A00942,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"The Fifth Plague of Egypt, engraved by Charles Turner",1808,Etching and mezzotint on paper
14643,A00943,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,The Farmyard with the Cock,1809,Etching and engraving on paper
14644,A00944,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"The Farm-yard with the Cock, engraved by Charles Turner",1809,Etching and mezzotint on paper
14645,A00945,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,The Fall of the Clyde,1809,Etching and engraving on paper
14646,A00946,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Drawing of the Clyde, engraved by Charles Turner",1809,Etching and mezzotint on paper
14647,A00947,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Little Devil's Bridge,1809,Etching and engraving on paper
14648,A00948,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Little Devil's Bridge, engraved by Charles Turner",1809,Etching and mezzotint on paper
14649,A00949,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Little Devil's Bridge,1809,Etching and mezzotint engraving on paper
14650,A00950,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,The Leader Sea-piece,1809,Etching and engraving on paper
14651,A00951,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"The Leader Sea Piece, engraved by Charles Turner",1809,Etching and mezzotint on paper
14652,A00952,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Morpeth, Northumberland",1809,Etching and engraving on paper
14653,A00953,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Morpeth, engraved by Charles Turner",1809,Etching and mezzotint on paper
14654,A00954,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Juvenile Tricks,1811,Etching and engraving on paper
14655,A00955,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Juvenile Tricks, engraved by William Say",1811,Etching and mezzotint on paper
14656,A00956,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Temple of Minerva Medica,1811,Print on paper
14657,A00957,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Temple of Minerva Medica, engraved by Robert Dunkarton",1811,Etching and mezzotint on paper
14658,A00958,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Coast of Yorkshire, near Whitby",1811,Etching and engraving on paper
14659,A00959,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Coast of Yorkshire, engraved by William Say",1811,Etching and mezzotint on paper
14660,A00960,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Hindhead Hill,1811,Etching and engraving on paper
14661,A00961,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Hind Head Hill, engraved by Robert Dunkarton",1811,"Etching, mezzotint and drypoint on paper"
14662,A00962,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,London from Greenwich,1811,Etching and engraving on paper
14663,A00963,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"London from Greenwich, engraved by Charles Turner",1811,Etching and mezzotint on paper
14664,A00964,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Windmill and Lock,1811,Etching and engraving on paper
14665,A00965,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Windmill and Lock, engraved by William Say",1811,Etching and mezzotint on paper
14666,A00966,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Junction of Severn and Wye,1811,Etching and engraving on paper
14667,A00967,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,The Junction of the Severn and the Wye,1811,"Etching, aquatint and mezzotint on paper"
14668,A00968,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Marine Dabblers,1811,Etching on paper
14669,A00969,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Marine Dabblers, engraved by William Say",1811,Etching and mezzotint on paper
14670,A00970,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Near Blair Athol, Scotland",1811,Etching and engraving on paper
14671,A00971,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Near Blair Athol Scotland, engraved by William Say",1811,Etching and mezzotint on paper
14672,A00972,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Lauffenburgh on the Rhine,1811,Etching and engraving on paper
14673,A00973,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Lauffenburgh on the Rhine, engraved by Thomas Hodgetts",1811,Etching and mezzotint on paper
14674,A00974,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Young Anglers,1811,Etching and engraving on paper
14675,A00975,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Young Anglers, engraved by Robert Dunkarton",1811,Etching and mezzotint on paper
14676,A00976,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"St Catherine's Hill, near Guildford",1811,Etching and engraving on paper
14677,A00977,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"St Catherine's Hill near Guildford, engraved by J.C. Easling",1811,Etching and mezzotint on paper
14678,A00978,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Martello Towers, nr Bexhill, Sussex",1811,Etching and engraving on paper
14679,A00979,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Martello Towers near Bexhill, Sussex, engraved by William Say",1811,Etching and mezzotint on paper
14680,A00980,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Inverary Pier,1811,Etching and engraving on paper
14681,A00981,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Inverary Pier. Loch Fyne. Morning,1811,"Etching, aquatint and mezzotint on paper"
14682,A00982,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,From Spenser's Fairy Queen,1811,Etching and engraving on paper
14683,A00983,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"From Spenser's Fairy Queen, engraved by Thomas Hodgetts",1811,Etching and mezzotint on paper
14684,A00984,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Water-Mill,1812,Etching and engraving on paper
14685,A00985,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Water Mill, engraved by Robert Dunkarton",1812,Etching and mezzotint on paper
14686,A00986,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Scene in the Campagna,1812,Etching and engraving on paper
14687,A00987,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Scene in the Campagna, engraved by William Say",1812,Etching and mezzotint on paper
14688,A00988,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Crypt of Kirkstall Abbey,c.1811-2,Etching and aquatint on paper
14689,A00989,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,The Crypt of Kirkstall Abbey,1812,"Etching, aquatint and mezzotint on paper"
14690,A00990,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,The Mildmay Sea-piece,1812,Etching on paper
14691,A00991,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"The Mildmay Sea Piece, engraved by Wiliam Annis and J.C. Easling",1812,Etching and mezzotint on paper
14692,A00992,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Procris and Cephalus,c.1811-2,Etching on paper
14693,A00993,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Procris and Cephalus, engraved by George Clint",1812,Etching and mezzotint on paper
14694,A00994,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Winchelsea, Sussex",1812,Etching and engraving on paper
14695,A00995,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Winchelsea, Sussex, engraved by J.C. Easling",1812,Etching and mezzotint on paper
14696,A00996,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,The Bridge and Goats,1812,Etching and engraving on paper
14697,A00997,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Bridge and Goats, engraved by F.C. Lewis",1812,"Etching, aquatint and mezzotint on paper"
14698,A00998,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Calm,1812,Print on paper
14699,A00999,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Calm,1812,"Etching, aquatint and mezzotint on paper"
14700,A01000,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Peat Bog, Scotland",1812,Etching and engraving on paper
14701,A01001,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Peat Bog, Scotland, engraved by George Clint",1812,"Etching, mezzotint and aquatint on paper"
14702,A01002,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Rispah,1812,Etching and engraving on paper
14703,A01003,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Rispah, engraved by Robert Dunkarton",1812,Etching and mezzotint on paper
14704,A01004,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Hedging and Ditching,1812,Etching and engraving on paper
14705,A01005,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Hedging and Ditching, engraved by J.C. Easling",1812,Etching and mezzotint on paper
14706,A01006,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,River Wye,1812,Print on paper
14707,A01007,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"River Wye, engraved by W. Annis",1812,Etching and mezzotint on paper
14708,A01008,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Chain of Alps from Grenoble to Chamberi,1812,Etching and engraving on paper
14709,A01009,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Chain of Alps from Grenoble to Chamberi, engraved by William Say",1812,Etching and mezzotint on paper
14710,A01010,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Mer de Glace,1812,Etching and engraving on paper
14711,A01011,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Mer de Glace,1812,Etching and mezzotint on paper
14712,A01012,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Rivaux Abbey, Yorkshire",1812,Etching and engraving on paper
14713,A01013,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Rivaux Abbey, engraved by Henry Dawe",1812,Etching and mezzotint on paper
14714,A01014,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,"Rivaux Abbey, Yorkshire",1812,Etching and mezzotint engraving on paper
14715,A01015,"Turner, Joseph Mallord William",Turner, Joseph Mallord William,558,Solway Moss,1816,Etching and engraving on paper
16041,A01016,"Webb, Philip",Webb, Philip,589,Study for Heraldic Glass,1893,"Watercolour, ink and graphite on paper"
16042,A01017,"Webb, Philip",Webb, Philip,589,Study for Heraldic Glass,1893,Graphite on paper
16043,A01018,"Webb, Philip",Webb, Philip,589,Emblems of Saints Luke and John,1863,"Watercolour, ink and graphite on paper"
16044,A01019,"Webb, Philip",Webb, Philip,589,Emblems of Saints Matthew and Mark,1863,"Watercolour, ink and graphite on paper"
16166,A01020,"Wilkie, Sir David",Wilkie, Sir David,600,After Rembrandt,1822,Ink and watercolour on paper
16171,A01021,"Wilkie, Sir David",Wilkie, Sir David,600,Archers,date not known,Graphite and watercolour on paper
16167,A01022,"Wilkie, Sir David",Wilkie, Sir David,600,Head and Shoulders of a Woman and Another Head,date not known,Ink and watercolour on paper
16168,A01023,"Wilkie, Sir David",Wilkie, Sir David,600,Head and Shoulders of a Woman,date not known,Watercolour on paper
16169,A01024,"Wilkie, Sir David",Wilkie, Sir David,600,Julia Emily Gordon in a Fez,1830,Graphite and watercolour on paper
16170,A01025,"Wilkie, Sir David",Wilkie, Sir David,600,Head and Shoulders of a Woman,1833,Ink and watercolour on paper
16393,A01026,"Witherington, William Frederick",Witherington, William Frederick,608,The Broken Pitcher,c.1814,Oil paint on board
16394,A01027,"Witherington, William Frederick",Witherington, William Frederick,608,Going to School,c.1817,Oil paint on board
16395,A01028,"Witherington, William Frederick",Witherington, William Frederick,608,The Gleaners,date not known,Oil paint on board
550,A01029,"Ardizzone, Edward",Ardizzone, Edward,659,At the Brasserie,1931,Watercolour and ink on paper
551,A01030,"Ardizzone, Edward",Ardizzone, Edward,659,The Meeting,1931,Watercolour and ink on paper
552,A01031,"Ardizzone, Edward",Ardizzone, Edward,659,The Arrival,1931,Watercolour and ink on paper
553,A01032,"Ardizzone, Edward",Ardizzone, Edward,659,The Bedroom,1931,Watercolour and ink on paper
554,A01033,"Ardizzone, Edward",Ardizzone, Edward,659,The Departure,1931,Watercolour and ink on paper
622,A01034,"Auerbach, Frank",Auerbach, Frank,676,[title not known],1959,Graphite on paper
623,A01035,"Auerbach, Frank",Auerbach, Frank,676,[title not known],1959,Graphite on paper
624,A01036,"Auerbach, Frank",Auerbach, Frank,676,[title not known],1959,Graphite on paper
625,A01037,"Auerbach, Frank",Auerbach, Frank,676,[title not known],1959,Graphite on paper
850,A01038,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,D.G. Rossetti Precociously Manifesting ... that Queer Indifference to Politics ...,1916-7,Graphite and watercolour on paper
851,A01039,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,"British Stock and Alien Inspiration, 1849",1917,Graphite and watercolour on paper
852,A01040,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,Rossetti's Courtship,1916,Graphite and watercolour on paper
853,A01041,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,The Sole Remark Likely to Have Been Made by Benjamin Jowett about the Mural Paintings at the Oxford Union,1916,Graphite and watercolour on paper
854,A01042,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,"Miss Cornforth: 'Oh, very pleased to meet Mr Ruskin, I'm sure'",1916,Graphite and watercolour on paper
855,A01043,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,Ford Madox Brown being Patronized by Holman Hunt,1916,Graphite and watercolour on paper
856,A01044,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,A Momentary Vision that Once Befell Young Millais,1916,Graphite and watercolour on paper
857,A01045,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,"Spring Cottage, Hampstead, 1860",1917,Graphite and watercolour on paper
858,A01046,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,"Woolner at Farringford, 1857",1917,Graphite and watercolour on paper
859,A01047,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,Blue China,1916,Graphite and watercolour on paper
860,A01048,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,The Small Hours in the 'Sixties at 16 Cheyne Walk,1916,Graphite and watercolour on paper
861,A01049,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,Topsy and Ned Jones Settled on the Settle in Red Lion Square,1916,Graphite and watercolour on paper
862,A01050,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,"Rossetti, having just had a fresh consignment of 'stunning' fabrics ... tries hard to prevail on his younger sister to accept ... one",1917,Graphite and watercolour on paper
863,A01051,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,Rossetti in his Worldlier Days Leaving the Arundel Club with George Augustus Sala,1916,Graphite and watercolour on paper
864,A01052,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,Rossetti Insistently Exhorted by George Meredith to Come Forth into the Glorious Sun and Wind for a Walk to Hendon and Beyond,1916,Graphite and watercolour on paper
865,A01053,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,Mr Morley ... introduces Mr John Stuart Mill,1917,Graphite and watercolour on paper
866,A01054,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,Riverside Scene. Algernon Swinburne Takes his Great New Friend Gosse to See Gabriel Rossetti,1916,Graphite and watercolour on paper
867,A01055,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,Mr Browning Brings a Lady of Rank and Fashion to See Mr Rossetti,1916,Graphite and watercolour on paper
868,A01056,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,Mr William Bell Scott Wondering What It is Those Fellows Seem to See in Gabriel,1916,Graphite and watercolour on paper
869,A01057,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,The Man from Hymettus. Mr Frederick Leighton,1916,Graphite and watercolour on paper
870,A01058,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,Quis Custodiet Ipsum Custodem,1916,Graphite and watercolour on paper
871,A01059,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,Mr - and Miss - Nervously Perpetuating the Touch of a Vanished Hand,1917,Graphite and watercolour on paper
872,A01060,"Beerbohm, Sir Max",Beerbohm, Sir Max,722,The Name of Dante Gabriel Rossetti is Heard for the First Time in the Western States of America,1916,Graphite and watercolour on paper
1870,A01061,"Butler, Reg",Butler, Reg,844,Study for Head of Watcher,1951-2,"Graphite, crayon and watercolour on paper"
1871,A01062,"Butler, Reg",Butler, Reg,844,Study for Head of Watcher,1951-2,"Graphite, crayon and watercolour on paper"
1872,A01063,"Butler, Reg",Butler, Reg,844,Study for Head of Watcher,1951-2,"Graphite, crayon and watercolour on paper"
2249,A01064,"Clarke Hall, Lady Edna",Clarke Hall, Lady Edna,914,Catherine Leaning on a Wall,c.1900-5,Ink and watercolour on paper
2250,A01065,"Clarke Hall, Lady Edna",Clarke Hall, Lady Edna,914,Catherine and Heathcliffe as Children. Verso: Fragmentary Figure,date not known,Ink and watercolour on paper. Verso: ink and watercolour on paper
2251,A01066,"Clarke Hall, Lady Edna",Clarke Hall, Lady Edna,914,Catherine and Heathcliffe Walking,date not known,Ink and watercolour on paper
2252,A01067,"Clarke Hall, Lady Edna",Clarke Hall, Lady Edna,914,Seated Woman,c.1899,Ink and watercolour on paper
2253,A01068,"Clarke Hall, Lady Edna",Clarke Hall, Lady Edna,914,Catherine Linton Seated at a Window During her Last Illness. Verso: Four Figures at Table,date not known,Ink and watercolour on paper. Verso: ink and watercolour on paper
2254,A01069,"Clarke Hall, Lady Edna",Clarke Hall, Lady Edna,914,Four Figures and a Cat. Verso: study of Hareton,date not known,Graphite on paper. Verso: chalk on paper
2255,A01070,"Clarke Hall, Lady Edna",Clarke Hall, Lady Edna,914,Nelly with Baby Hareton and Catherine Earnshaw. Verso: similar composition,date not known,Ink and watercolour on paper. Verso: ink and watercolour on paper
2256,A01071,"Clarke Hall, Lady Edna",Clarke Hall, Lady Edna,914,Catherine the Younger and Hareton. Verso: study of cows,date not known,Ink and watercolour on paper. Verso: graphite on paper
2257,A01072,"Clarke Hall, Lady Edna",Clarke Hall, Lady Edna,914,Study for Catherine. Verso: Upminster Common,1902,Ink on paper. Verso: ink and watercolour on paper
2258,A01073,"Clarke Hall, Lady Edna",Clarke Hall, Lady Edna,914,Catherine and Heathcliffe Sitting in a Field,date not known,Ink and watercolour on paper
5627,A01074,"Greco, Emilio",Greco, Emilio,1211,[title not known],1953,Ink on paper
5628,A01075,"Greco, Emilio",Greco, Emilio,1211,[title not known],1953,Ink on paper
5629,A01076,"Greco, Emilio",Greco, Emilio,1211,[title not known],1953,Ink on paper
5630,A01077,"Greco, Emilio",Greco, Emilio,1211,[title not known],1953,Ink on paper
5631,A01078,"Greco, Emilio",Greco, Emilio,1211,[title not known],1953,Ink on paper
5632,A01079,"Greco, Emilio",Greco, Emilio,1211,[title not known],1953,Ink on paper
5633,A01080,"Greco, Emilio",Greco, Emilio,1211,[title not known],1959,Ink on paper
5634,A01081,"Greco, Emilio",Greco, Emilio,1211,[title not known],1959,Ink on paper
7073,A01082,"Jacovleff, Alexandre",Jacovleff, Alexandre,1350,Female Torso,c.1933-8,Chalk on paper
7074,A01083,"Jacovleff, Alexandre",Jacovleff, Alexandre,1350,An Arm and a Hand,c.1933-8,Chalk on paper
7075,A01084,"Jacovleff, Alexandre",Jacovleff, Alexandre,1350,Recumbent Model,c.1933-8,Chalk on paper
7076,A01085,"Jacovleff, Alexandre",Jacovleff, Alexandre,1350,Reclining Model,c.1933-8,Chalk on paper
7077,A01086,"Jacovleff, Alexandre",Jacovleff, Alexandre,1350,Seated Model,c.1933-8,Chalk on paper
7078,A01087,"Jacovleff, Alexandre",Jacovleff, Alexandre,1350,Crouching Model from the Side,c.1933-8,Chalk on paper
7079,A01088,"Jacovleff, Alexandre",Jacovleff, Alexandre,1350,Crouching Model from the Front,c.1933-8,Chalk on paper
12180,A01089,"Potter, Helen Beatrix",Potter, Helen Beatrix,1794,Frontispiece: The Tailor Mouse,c.1902,"Ink, watercolour and gouache on paper"
12181,A01090,"Potter, Helen Beatrix",Potter, Helen Beatrix,1794,The Tailor of Gloucester at Work,c.1902,"Ink, watercolour and gouache on paper"
12182,A01091,"Potter, Helen Beatrix",Potter, Helen Beatrix,1794,Lady Mouse in Mob Cap,c.1902,"Ink, watercolour and gouache on paper"
